name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Vietraź: Hrejpfrut I Kardamon,Malanka,Wheat Beer - Witbier / Blanche,2024-03-27,4.004,15.0,Magnum,"Pilsner,Flaked Wheat,Wheat","Grapefruit,Cardamom",4.6,13.5,4
Садко,Brewlok,Lager - Helles,2022-07-29,3.638,,,,,5.2,,4
Peach Cider,Appleton Ciders,Cider - Other Fruit,2018-05-30,3.822,,,,,4.7,,4
Joy of Lollipopping: Pineapple ∙ Guava ∙ Lime,AF Brew,Sour - Fruited,2023-06-29,3.984,,,,,4.0,,4
Narcissism,Punchiller,IPA - Imperial / Double,2024-02-01,4.371,75.0,"Columbus,Galaxy,Amarillo",,,6.8,,4
Hekate,Bierstaat,Porter - American,2024-02-05,4.055,25.0,Cashmere,,,6.9,,4
Fata Morgana,Bierstaat,IPA - American,2024-07-15,3.663,40.0,"Pacifica,Rakau",,,6.5,,4
Stammgast Hefeweizen,Oettinger Brauerei,Wheat Beer - Hefeweizen,2012-09-23,3.326,,,,,5.0,,3
Munich Helles (Мюнхенский хеллес),Пенная мануфактура,Lager - Helles,2023-11-17,3.212,,,,,5.2,,3
Irish Ale,Boulevard Brewing Co.,Red Ale - Irish,2010-12-20,3.577,30.0,,,,5.8,,3
Hercules,Midnight Project,Stout - Imperial / Double Oatmeal,2024-02-23,3.942,40.0,,,,6.8,,4
Lichamanka: Talus,Malanka,IPA - Imperial / Double,2024-02-26,4.354,80.0,Talus,,,6.8,,4
Anna Pavlova In Japan,"Black Cat Brewery,Paradox",Sour - Fruited,2021-01-26,4.201,,,,,6.0,,4
Hardline,13 Litar,Bock - Weizenbock,2024-02-28,4.128,18.0,Premiant,"Pilsner,Wheat",,6.8,18.5,4
Bristle,Bierbank,Pilsner - Czech / Bohemian,2024-02-21,3.913,27.0,,,,5.2,,4
Ouroboros,4IT 6r3w3ry,Sour - Fruited Gose,2020-11-19,4.098,30.0,,,"Pineapple,Apricot,Lactose",4.5,,4
Old Times,"Jungle Brewery,Malanka",Stout - Imperial / Double,2024-01-15,4.186,40.0,,,,6.8,26.8,4
Rager: Vista,Valaduta,IPA - Imperial / Double,2024-01-04,4.266,70.0,Vista,,,6.8,,4
Your Freak Lordship,Stamm Brewing,Lager - Other,2023-07-25,3.977,,,,,4.7,,4
Golden Cut,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2024-02-16,4.098,,,,,6.8,,4
If There's No Tomorrow,Bierbank,IPA - Imperial / Double New England / Hazy,2024-02-26,4.115,50.0,"Galaxy,Citra",,,6.8,,4
Your Quadruple Sour Right Hops Juice,Midnight Project,Sour - Fruited,2024-02-09,4.101,15.0,,,Feijoa,6.8,,4
Basic Principles,Jungle Brewery,IPA - Imperial / Double,2024-01-29,4.265,90.0,"Warrior,Sabro,Citra,Cascade",,,6.8,18.2,4
Neolith,Midnight Project,Wheat Beer - Wheat Wine,2024-02-02,3.98,30.0,,,Maple Syrup,6.8,,4
Бок Есть,Plan B Brewery,Bock - Doppelbock,2024-02-09,3.868,25.0,,,,6.8,,4
Pils After Work,Chibis Brewery,Pilsner - Other,2019-08-09,3.592,,,,,5.7,,4
Кухни мира: Владивосток,Alaska Brewery,Sour - Tomato / Vegetable Gose,2024-02-14,2.967,,,,,6.5,,3
Seth & Riley's Garage Hardcore Grape,Аліварыя,Shandy / Radler,2024-02-24,3.081,,,,,6.0,,4
Grimbergen Ambrée,Brouwerij Alken-Maes,Red Ale - Other,2016-08-13,3.338,22.0,,,,6.5,,4
Blackout,13 Litar,Stout - American,2017-01-20,3.974,40.0,"Magnum,Sladek,Kazbek,Pekko,El Dorado","Pilsner,Munich,Caramel,Caraaroma,Roasted Barley,Chocolate,Black",,5.5,15.0,4
Strange Light Phenomena,Rewort Brewery,IPA - New England / Hazy,2023-10-03,3.964,25.0,,,,6.8,,4
Lama No Drama,Bierstaat,IPA - American,2024-02-05,3.799,40.0,,,,6.6,,3
Огородишь: Хреновина,Alaska Brewery,Sour - Other Gose,2023-12-15,3.734,,,,,6.5,,3
Labyrinth,Bierstaat,Stout - Imperial / Double,2024-01-29,4.276,25.0,,,,6.8,,4
Слёзы KNLRa,Boozy Kitchen,Sour - Smoothie / Pastry,2023-06-05,4.104,,,,,6.8,,4
Afterparty,Bierstaat,Winter Ale,2024-01-22,3.425,13.0,,,"Raspberry,Cherry",4.3,,4
Black Void Whisper,Bierstaat,Porter - Other,2024-01-15,4.097,20.0,,,,6.9,,4
Hop Mirage,Bierstaat,IPA - Imperial / Double,2024-01-03,3.909,45.0,"Idaho 7,Talus",,,6.9,,4
Urban Jungle,Bierstaat,IPA - American,2024-01-08,3.864,40.0,"Citra,Simcoe,Sabro",,,6.6,,4
Копченая томатная дичь,"Atmosphere Brewery,Беру Выходной",Sour - Tomato / Vegetable Gose,2023-09-25,3.749,,,,,6.5,,4
Ticket To Köln,Zavod,Kölsch,2023-05-18,3.745,18.0,,,,4.3,,4
Winter Tangerine Ale,Bierstaat,Winter Ale,2024-01-15,3.753,14.0,,,,6.0,,3
Apricot Mead,Степь и ветер,Mead - Melomel,2022-09-20,3.972,,,,,6.8,,4
Балласт,Bierbank,Strong Ale - Other,2023-12-27,4.01,20.0,,,,6.8,,4
Slapshot,Rewort Brewery,IPA - Cold,2023-10-25,3.929,60.0,,,,6.8,,4
Nitro Oyster,Alaska Brewery,Stout - Irish Dry,2023-10-26,3.627,,,,,6.0,,4
Kurpfalzbräu Kellerbier,Welde Braumanufaktur,Kellerbier / Zwickelbier,2018-05-07,3.398,,,,,4.8,,3
The Method of Cognition,"Coma Brewery,Method Bottleshop",Sour - Smoothie / Pastry,2023-10-30,3.996,,,,,6.0,,4
130R x Peña Pack,Midnight Project,IPA - Triple New England / Hazy,2023-12-29,4.143,30.0,,,,6.8,,4
Marquis Warren,Hops Brewery,IPA - Black / Cascadian Dark Ale,2023-12-21,4.224,100.0,,,,6.8,,4
Silent Force,Jungle Brewery,IPA - Imperial / Double,2023-12-25,4.378,90.0,"Warrior,HBC630,Mosaic,Citra,Sabro",,,6.8,21.0,4
Smorgol,Пан Качын,Mead - Melomel,2023-12-21,4.138,,,,"Black Currant,Blueberry",5.8,,4
So Much Caffeine: Uganda,Bierstaat,Stout - Coffee,2024-01-08,4.195,16.0,,,,6.8,,4
Buschbrand,Jungle Brewery,Rauchbier,2024-01-08,4.108,25.0,"Magnum,Tettnanger",,,5.3,12.4,4
Honey Cooler,Sindrom Brewery,Mead - Other,2023-07-31,3.953,,,,,6.0,,4
Tajfun: Enigma & Simcoe Cryo,Malanka,IPA - Imperial / Double New England / Hazy,2023-12-29,4.384,40.0,"Enigma,Simcoe","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,19.3,4
Kellerbier,Brauhaus Riegele,Kellerbier / Zwickelbier,2011-06-04,3.537,,,,,5.0,,4
Memories,13 Litar,Stout - Milk / Sweet,2022-01-31,4.014,25.0,"Centennial,East Kent Golding,Willamette","Pilsner,Crystal,Roasted Barley,Chocolate",Lactose,6.8,19.0,3
Sangre Fresca,AF Brew,Sour - Fruited Gose,2019-12-31,3.739,,,,,4.8,,4
Pražský Premium Czech Lager,Staropramen,Pilsner - Czech / Bohemian,2012-04-16,,,,,,4.2,,3
Konrad Classic Light Draft Beer,Konrad,Pilsner - Czech / Bohemian,,2.859,,,,,3.8,,3
Elbe,Magistral Brewery,Lager - Pale,2023-12-10,3.026,10.0,,,,4.5,,4
Coconut Bastard,Selfmade Brewery,Stout - Milk / Sweet,2021-12-28,3.933,10.0,,,Coconut,6.9,,4
Melon and Lemongrass Mead,Степь и ветер,Mead - Session / Short,2022-12-14,4.077,,,,,6.0,,4
Coconut Cookies Cider,Men's Company,Cider - Other Fruit,2023-03-23,3.695,,,,,4.6,,4
Jingle Bells,Bierstaat,Winter Ale,2024-01-03,3.689,14.0,,,,6.0,,3
Old Dublin Ale,Пенная мануфактура,Red Ale - Irish,2023-04-13,3.31,,,,,6.2,,4
Sourji Pineapple & Passion Fruit,Konix Brewery,Sour - Fruited Berliner Weisse,2023-06-07,3.741,6.0,,,,5.0,,4
Пина Колада,Хмельной фермер,Fruit Beer,2023-12-23,,,,,,4.9,,2
Plzensky Lezak (Пильзенский лежак),Пенная мануфактура,Lager - Pale,2023-04-13,3.235,,,,,5.4,,4
Carte Blanche,Sozhski Beer,Wheat Beer - Witbier / Blanche,2021-10-22,3.703,10.0,,,,5.2,,4
Blue Monkey Wheat Ale,Gletcher,Wheat Beer - Witbier / Blanche,2022-04-19,3.538,,,,,5.4,,4
Братья Стругали: Селедка под шубой,Alaska Brewery,Sour - Other Gose,2023-11-29,3.559,,,,,5.0,,4
3 Phase Switch,Chibis Brewery,IPA - Triple,2022-02-17,3.951,80.0,,,,6.8,,4
Tomatoni: Salami Chips,Jungle Brewery,Sour - Other Gose,2023-12-14,4.107,10.0,,,,5.0,13.0,4
Inside View,Jungle Brewery,IPA - Imperial / Double New England / Hazy,2023-12-14,4.299,30.0,"Cashmere,Mosaic",,,6.8,17.5,4
Elvis P.,Rewort Brewery,Sour - Smoothie / Pastry,2022-10-03,3.958,5.0,,,,6.9,,4
Imhla: Ahhhroma,Malanka,IPA - New England / Hazy,2023-12-13,4.241,30.0,Ahhhroma,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.5,17.0,4
EVERY YOU EVERY ME,Coven Brewery,Sour - Smoothie / Pastry,2022-09-09,4.161,,,,,6.0,,4
Capuccino Serenade,Rewort Brewery,Stout - Coffee,2023-11-22,3.849,10.0,,,,6.5,,4
Old Ale,Malanka,Old / Stock Ale,2023-12-15,3.916,40.0,"Saaz,Magnum","Pale Ale,Special B,Caraaroma,Crystal,Caramel,Biscuit,Chocolate",,6.3,14.5,4
Ambient Illusion,Jungle Brewery,IPA - American,2023-12-04,4.049,60.0,"Pahto,Chinook,Galaxy",,,6.4,14.0,4
Lowrider,Midnight Project,Brown Ale - Imperial / Double,2023-12-08,4.264,20.0,,,,6.8,,4
Mimesis. ξ-Edition,Delta Ksi,Stout - Other,2023-12-16,,19.0,,,"Red Pepper,Lactose",6.8,,4
Ядерный титбит,Nuclear Brewery,Sour - Fruited,2023-07-10,4.047,,,,,6.5,,4
Regenesis,Jungle Brewery,IPA - New England / Hazy,2023-12-21,4.325,35.0,"Ahhhroma,Sabro",,,6.8,16.3,4
Polotmavě,13 Litar,Lager - Amber / Red,2023-11-09,3.647,20.0,"Premiant,Saaz","Vienna,Pilsner,Caramel",,5.6,13.0,4
Mild Ale,Kvadrat,Mild - Other,2023-11-01,2.895,,,,,4.5,,1
Tropical Milkshake,Волковская пивоварня,Pale Ale - Milkshake,2022-08-31,3.282,35.0,,,,5.0,,3
Rise the Dark,"Bierbank,Spin Bar",Stout - Imperial / Double,2023-11-24,4.179,19.0,,,,6.8,,4
Dr.Stein лимон/мята,Салаир,Fruit Beer,2021-02-13,2.526,,,,,4.5,,3
Dreamcatcher,Bierstaat,Stout - Other,2023-11-20,4.091,,,,,6.6,,4
Tomato Soul,Brewmen,Sour - Traditional Gose,2020-11-03,3.792,5.0,,,"Tomato,Red Currant",4.5,,4
Sunset IPA Session (El Dorado),Чисто пивоварня,IPA - Session,2023-10-27,3.846,25.0,El Dorado,,,5.7,,4
Guava & Rhubarb Salt,Konix Brewery,Sour - Other Gose,2023-07-05,3.572,5.0,,,,5.0,,4
Замба ушёл к Риваке,Chibis Brewery,IPA - New England / Hazy,2023-10-25,3.959,,,,,6.7,,4
Velvet Dream,Panzer Brewery,Lager - Amber / Red,2023-10-23,3.591,7.0,,,,5.1,,3
Vienna Lager,Copper Head,Lager - Vienna,2022-12-15,3.826,15.0,,,,4.8,,4
This Is Blanche,Bierstaat,Wheat Beer - Witbier / Blanche,2023-12-04,3.659,,,,,5.0,,3
Potential Murderer,Jungle Brewery,IPA - Triple,2023-11-27,4.407,100.0,"Chinook,Pahto,Centennial,Citra,Simcoe",,,6.8,24.2,4
Triple Effect,Bierbank,IPA - Triple,2023-11-28,4.248,70.0,"Medusa,Ekuanot",,,6.8,,4
Black Currant Mead,Степь и ветер,Mead - Melomel,2018-03-13,4.111,,,,Black Currant,6.0,,4
Festbier,Arcobräu,Festbier,,3.252,6.0,,,,5.7,,4
Нектарон,Прамень,IPA - New Zealand,2023-10-16,3.534,25.0,Nectaron,,,6.2,,3
ID Jons Spicy Tomato,ID Jons,Sour - Other Gose,2022-11-02,4.025,10.0,,,,4.0,,4
Ingria Pale Ale,AF Brew,IPA - American,2012-08-29,3.823,75.0,Simcoe,,,5.8,,4
Boost: Galaxy & Cascade,Jungle Brewery,Pale Ale - New England / Hazy,2023-11-20,4.248,35.0,"Galaxy,Cascade",,,6.0,14.0,4
Late Checkout,Sindrom Brewery,Mead - Melomel,2023-03-03,3.503,,,,,4.5,,3
Machiavellismus,"Punchiller,Beer.by",IPA - Imperial / Double,2023-11-17,4.53,76.0,"Columbus,Citra,Amarillo",,,6.8,,4
Lichamanka: Sultana,Malanka,IPA - Imperial / Double,2023-11-15,4.168,90.0,Sultana,Pilsner,,6.8,18.4,4
Zubr Gold,Pivovar Zubr,Pilsner - Czech / Bohemian,,3.212,,,,,4.6,,3
Ананас,Хмельной фермер,Fruit Beer,2023-05-27,,,,,,4.9,,2
Mango,Antidot Ciders,Cider - Other Fruit,2020-04-21,3.748,,,,,5.5,,3
Backyard Series: Black Currant & Mint,Black Cat Brewery,Sour - Fruited,2023-05-04,4.151,1.0,,,,5.0,,4
Party Time: Sabro,Bierstaat,IPA - Imperial / Double,2023-10-30,3.825,50.0,Sabro,,,6.9,,4
Sunset IPA Session (Simcoe),Чисто пивоварня,IPA - Session,2023-10-03,3.853,25.0,Simcoe,,,5.7,13.0,4
огородишь: Маринованные помидорки,Alaska Brewery,Sour - Other Gose,2023-06-09,3.953,,,,,6.0,,4
Klášter Ležák 11°,Pivovar Klášter,Pilsner - Czech / Bohemian,2012-08-10,3.148,,,,,4.6,,4
Platan Desítka,Pivovar Protivín,Pilsner - Czech / Bohemian,2015-11-21,3.007,28.0,,,,4.0,10.0,4
Nightlife,13 Litar,Porter - Imperial / Double,2023-11-15,4.19,25.0,"Premiant,Golding","Pilsner,Vienna,Special B,Black",,6.8,21.0,4
Cyberpunk Shotgun,Midnight Project,IPA - Imperial / Double,2023-11-17,4.076,70.0,"Citra,Mosaic",,,6.8,,4
Zavieja: Enigma & Sabro,Malanka,IPA - Imperial / Double New England / Hazy,2023-11-17,4.407,40.0,"Enigma,Sabro","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.8,4
Boost: Sabro & HBC 630,Jungle Brewery,Pale Ale - New England / Hazy,2023-09-18,4.271,35.0,"Sabro,HBC630",,,5.8,13.8,4
American Horror,Midnight Project,IPA - American,2023-11-11,4.017,50.0,"El Dorado,Cashmere,Galaxy",,,6.7,,4
Dog Friendly,Midnight Project,Sour - Fruited,2023-11-11,4.022,10.0,,,Blackberry,6.0,,4
Santa Cruz,Sozhski Beer,IPA - American,2023-11-03,3.872,36.0,"Citra,Idaho 7",,,6.0,,4
Есенин. Том 3 \ Esenin. Volume 3,Brewlok,Stout - Russian Imperial,2023-11-03,4.282,,,,,6.8,,4
It's A Bat Time,Selfmade Brewery,Sour - Fruited,2022-03-16,4.086,10.0,,,,6.8,,4
Nosferatu,Selfmade Brewery,Porter - Baltic,2023-10-23,3.985,35.0,,,,6.8,,4
Northern Lights,Bierbank,IPA - American,2023-11-08,4.145,50.0,"Mosaic,Ekuanot",,,6.8,,4
Dark Pattern,Bierstaat,Lager - Dark,2023-11-14,3.63,,,,,5.5,,4
Seth & Riley’s Garage Hardcore Grapefruit,Аліварыя,Shandy / Radler,2022-04-15,3.154,,,,,6.0,,4
Гуава-маракуйа,Салаир,Fruit Beer,2023-11-05,,,,,,5.0,,4
Enter the Game,Bierstaat,IPA - Imperial / Double,2023-10-16,3.689,50.0,"Sabro,Vista",,,6.9,,4
Secrets of the Bernardine Monastery,"13 Litar,Punchiller",Belgian Strong Dark Ale,2023-10-18,4.298,25.0,,,,6.8,22.5,4
Juicy Pear,Салаир,Mead - Melomel,2019-03-12,2.526,,,,,5.0,,4
Hell's Kitchen - Borscht,Selfmade Brewery,Sour - Other Gose,2023-09-08,4.043,10.0,,,,6.9,,4
Sour Raspberry,ID Jons,Fruit Beer,2023-04-25,3.675,16.0,,,,4.4,,4
Наступны прыпынак Кастрычніцкая,"Bierstaat,Panzer Brewery",Festbier,2023-10-17,3.649,,,,,5.5,,4
Purple,Bierstaat,IPA - American,2023-10-23,3.879,40.0,"Citra,Sabro",,,6.5,,4
Pavaloka: Galaxy,Malanka,IPA - Triple New England / Hazy,2020-09-05,4.415,,Galaxy,"Pilsner,Flaked Oats",,6.8,21.0,4
Switch OFF,Chibis Brewery,IPA - Imperial / Double,2019-12-19,3.754,50.0,,,,6.8,,4
Dark Lotus,13 Litar,Stout - American,2023-10-03,3.984,50.0,Lotus,"Pilsner,Vienna,Roasted Barley",,6.3,15.5,3
Mango Crash,Jungle Brewery,Sour - Smoothie / Pastry,2023-10-16,4.268,10.0,,,"Mango,Lactose",5.0,14.0,4
Boost: Vista & Mosaic,Jungle Brewery,Pale Ale - New England / Hazy,2023-10-27,4.276,35.0,"Vista,Mosaic",,,6.0,14.0,4
Tomato Factory: Sriracha,Valaduta,Sour - Other Gose,2023-11-06,4.438,10.0,,,,5.0,,4
#6,Sozhski Beer,Wheat Beer - Hefeweizen,2021-04-09,3.732,10.0,,,,5.2,,4
Fürst Chlodwig Weizen,Fürstenberg,Wheat Beer - Hefeweizen,2018-02-11,3.159,,,,,5.2,,4
Coconut Cider,Men's Company,Cider - Other Fruit,2023-03-23,3.603,,,,,4.6,,4
What Is Nelson Sauvin?..,13 Litar,IPA - Imperial / Double,2023-09-28,4.057,65.0,Nelson Sauvin,Pilsner,,6.8,18.5,4
Deimos Anomaly,Selfmade Brewery,Stout - Other,2023-09-08,3.929,18.0,,,,6.9,,4
Shifter,Selfmade Brewery,IPA - Black / Cascadian Dark Ale,2023-08-07,3.969,60.0,,,,6.2,,4
Outline,Bierstaat,Pale Ale - Belgian,2023-09-18,3.764,35.0,Hallertau Blanc,,,6.5,,4
Dryness,Konix Brewery,Stout - Irish Dry,2016-02-06,,,,,,3.9,,4
No Music No Life,Bierstaat,Pilsner - Other,2023-09-19,3.862,,,,,5.0,,3
Hobgoblin Legendary Ruby Beer,Wychwood Brewery,Brown Ale - English,,3.399,32.0,,,,5.2,,4
Litovel Premium,Litovel,Pilsner - Czech / Bohemian,,3.097,22.0,,,,5.0,,4
VitaBeer Coconut Donut,Men's Company,Fruit Beer,2023-02-04,3.175,,,,,5.1,,4
Iron Abyss,Plan B Brewery,Stout - Russian Imperial,2021-01-26,4.036,50.0,,,,6.8,,4
Island Cream,Jungle Brewery,Stout - Imperial / Double,2023-10-09,4.209,25.0,,,,6.8,23.8,4
Zavieja: Galaxy & Vic Secret,Malanka,IPA - Imperial / Double New England / Hazy,2023-09-29,4.285,30.0,"Galaxy,Vic Secret","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.8,4
Cones & Bones,"Time Bomb Brewery,Black Cat Brewery",Sour - Smoothie / Pastry,2023-09-03,4.186,,,,,4.5,,4
Ciemra: Simcoe & Sorachi Ace,Malanka,IPA - Imperial / Double Black,2023-10-09,4.261,100.0,"Simcoe,Sorachi Ace","Pilsner,Black",,6.8,18.4,4
Symbiosis,13 Litar,IPA - White / Wheat,2021-11-01,3.961,60.0,"Columbus,Citra","Pale Ale,Pilsner,Wheat",,6.8,18.5,4
Еgoism,Bierstaat,Strong Ale - American,2023-10-09,4.149,40.0,El Dorado,,,6.9,,4
Sunflowers,Bierstaat,Belgian Blonde,2023-10-09,3.931,,,,,6.2,,3
Hoppy Corn,Sozhski Beer,Lager - American,2023-10-06,3.47,10.0,,,,4.8,,4
Груша,Хмельной фермер,Fruit Beer,2023-03-10,,,,,,4.9,,3
Маргарита-Клубника,Хмельной фермер,Fruit Beer,2023-04-11,,,,,,4.9,,3
Aquilon,13 Litar,Porter - Baltic,2023-09-14,4.249,20.0,"Premiant,Golding","Pilsner,Vienna,Caramel,Black",,6.8,21.5,4
Anacos Cider,Men's Company,Cider - Other Fruit,2023-03-17,3.26,,,,,4.6,,4
Summerend,Bierstaat,IPA - Imperial / Double,2023-08-29,4.023,55.0,"Talus,Lemondrop",,,6.9,,4
Travincal,Selfmade Brewery,Sour - Smoothie / Pastry,2023-06-09,4.011,8.0,,,,6.2,,4
Нектар 1320,Chibis Brewery,IPA - Imperial / Double New England / Hazy,2023-08-23,3.989,,,,,6.8,,4
Грибочек,Selfmade Brewery,Sour - Other Gose,2023-08-07,4.114,10.0,,,,5.2,,4
Paulaner Oktoberfest Bier,Paulaner Brauerei,Festbier,,3.547,,"Herkules,Hallertauer Tradition,Taurus","Pilsner,Munich",,6.0,,4
Faxe Premium,Royal Unibrew,Lager - Pale,2011-07-30,2.979,,,,,5.0,,3
Podkováň Karamel 10°,Podkováň,Lager - Dark,2012-12-19,3.077,,,,,4.0,,4
Complementary,Delta Ksi,Stout - Milk / Sweet,2023-09-05,3.838,10.0,,,"Lactose,Cherry,Vanilla,Chili",6.9,18.0,4
Zähringer German Premium Hefeweizen,Frankenthaler Brauhaus,Wheat Beer - Hefeweizen,,3.114,,,,,5.0,,3
Черная смородина,Хмельной фермер,Fruit Beer,2023-04-10,,,,,,4.9,,1
Клубника Банан,Хмельной фермер,Fruit Beer,2023-04-04,2.545,,,,,4.9,,3
Cherry Dream,Bierstaat,Fruit Beer,2023-08-21,3.841,,,,Cherry,6.5,,3
Urban Pulse,Bierstaat,IPA - American,2023-08-21,3.947,30.0,"Azacca,Ekuanot",,,6.5,,4
Гранат Малина,Хмельной фермер,Fruit Beer,2023-04-04,2.613,,,,,4.9,,2
HBC 630 One Love,Jungle Brewery,IPA - Session,2023-07-10,4.231,35.0,HBC630,,,4.9,,4
British Brown Ale,Sozhski Beer,Brown Ale - English,2023-06-16,3.563,30.0,,,,5.5,,3
Californian IPA,Староместный пивовар,IPA - American,2020-07-15,3.399,40.0,,,,5.5,14.0,4
Bavik Super Pils Unfiltered,Brouwerij De Brabandere,Pilsner - Other,2023-04-24,3.915,22.0,,,,5.2,,4
Russian Imperial Stout #Chocolate,Konix Brewery,Stout - Russian Imperial,2019-04-18,3.87,40.0,,,,6.8,,4
Russian Imperial Stout (barrel #3),Konix Brewery,Stout - Russian Imperial,2016-12-13,4.063,60.0,,,,6.8,,4
Russian Imperial Stout (barrel #2),Konix Brewery,Stout - Russian Imperial,2016-09-28,4.034,40.0,,,,6.8,,4
Russian Imperial Stout #Biscuit,Konix Brewery,Stout - Russian Imperial,2021-12-13,3.977,40.0,,,,6.8,,4
Marbin,Plague Brew,Stout - Russian Imperial,2023-07-05,3.577,60.0,,,,6.8,,3
Dark Pretence,GAS Brew,Porter - Baltic,2023-04-19,3.94,,,,,6.8,,4
Maple Giant,"Plague Brew,Ganza Brewery",Stout - Imperial / Double Milk,2021-12-20,4.001,,,,,6.8,,4
B.I.G. DUCK,Magic Mess,Stout - Russian Imperial,2022-11-02,3.879,,,,,6.8,,4
Viscum,Brewlok,Wild Ale - Other,2023-05-19,3.952,,,,,6.8,,4
Camaraderie #2,"GAS Brew,Khoffner,Saliwa Brew",IPA - Imperial / Double New England / Hazy,2023-07-12,3.9,50.0,,,,6.8,,4
Citra Supremacy,Midnight Project,IPA - Imperial / Double New England / Hazy,2023-08-11,4.055,25.0,Citra,,,6.8,,4
Phantom,Jungle Brewery,Sour - Fruited,2021-06-11,4.121,11.0,,,"Grapefruit,Orange,Lemon,Lactose,Basil",5.5,,4
Gingerol Sea Buckthorn,Plague Brew,Mead - Melomel,2022-08-22,3.896,,,,,6.8,,3
Ice Cream Porter Hazelnut,Konix Brewery,Porter - Baltic,2021-12-13,3.808,19.0,,,,6.8,,3
UMEK,Magic Mess,Sour - Other Gose,2022-10-17,3.929,,,,,6.5,,4
Бензак,"Sabotage,Red Rocket Brewery",IPA - Sour,2023-06-28,3.983,,,,,6.0,,4
Food Flood (50/50),Red Button Brewery,Sour - Smoothie / Pastry,2023-05-18,4.241,,,,,6.0,,4
Minerva,Coven Brewery,Sour - Smoothie / Pastry,2022-02-17,4.233,,,,,6.0,,4
Basil Forester,Plague Brew,Sour - Other Gose,2022-10-28,4.043,7.0,,,,5.2,,4
Pamela Lagerson Ver.5 2023,Khoffner,Lager - American,2023-07-03,3.712,21.0,,,,5.1,,4
Top Shelf,Selfmade Brewery,Sour - Fruited Gose,2023-07-31,4.078,10.0,,,,5.0,,4
Tribe,Zagovor Brewery,Pale Ale - New England / Hazy,2023-08-11,4.033,25.0,,,,5.0,,4
Warm Hands,Midnight Project,Sour - Berliner Weisse,2023-08-11,3.932,12.0,,,"Raspberry,Blueberry",4.6,,4
Your Quadruple Sour Raspberry Juice,Midnight Project,Sour - Fruited,2023-08-18,4.191,15.0,,,,6.8,,4
Sinisterism,Jungle Brewery,IPA - Imperial / Double,2023-08-21,4.292,90.0,"Chinook,Centennial,Citra,Mosaic",,,6.8,19.5,4
Summer Pilsner: Lime Edition,Bierstaat,Pilsner - Other,2023-08-21,3.756,,"Saaz,Crystal",,Lime,5.0,,4
Freak Show: She’s Kerosene,Sabotage,Sour - Fruited,2021-11-19,4.054,,,,,6.8,,4
Painapple,Plague Brew,Sour - Fruited,2023-07-21,4.091,,,,,5.6,,4
Strawberry & Cream,Burning Brewery,Sour - Smoothie / Pastry,2023-07-26,4.135,,,,,5.5,,4
Cynic / Green Edition,Jaws,Sour - Flanders Oud Bruin,2022-05-06,3.876,7.0,,,,5.5,,4
Джин-Тоник,Мозырьпиво,Cocktails,2023-07-14,,,,,,5.0,,3
Baltic Porter,Bierstadt Lagerhaus,Porter - Baltic,2016-11-19,,,,,,6.8,,4
Moonlight,Bierstaat,IPA - American,2023-08-07,3.897,30.0,"Azacca,Amarillo",,,6.5,,4
Adult Star,Selfmade Brewery,Sour - Fruited,2023-05-26,4.083,10.0,,,,4.8,,4
McKenzie,Sozhski Beer,IPA - American,2023-08-13,3.703,34.0,McKenzie,,,6.4,,3
Crossover Milk,AF Brew,Pale Ale - American,2017-11-30,3.939,20.0,,,,5.5,,4
Maisel & Friends Pale Ale,Brauerei Gebr. Maisel,Pale Ale - American,2014-02-22,3.556,32.0,"Herkules,Chinook,Amarillo,Simcoe,Citra",,,5.2,,4
Кёльшик,Black Cat Brewery,Kölsch,2023-07-11,3.467,5.0,,,,4.7,,4
IPL,AlternativeBrewery,Lager - IPL (India Pale Lager),2021-09-21,3.689,45.0,,,,5.5,,4
Чешский Замок Белое,Самко,Kellerbier / Zwickelbier,2017-09-24,2.603,,,,,4.0,,4
Meteor Dust,Bierstaat,Stout - Milk / Sweet,2023-08-07,4.113,,,,,6.5,,4
Косоухофф Ржаное,Косоухофф,Rye Beer,,2.674,,,,,4.4,,2
Pale Wheat,Gilde Brauerei,Wheat Beer - Other,2022-06-12,3.195,,,,,5.0,,3
Шабаны,"Chibis Brewery,Bierstaat",Lager - Helles,2023-07-20,3.664,,,,,4.7,,4
Party Time,Bierstaat,IPA - Imperial / Double,2023-08-14,3.889,50.0,"Vista,Talus",,,6.9,,4
Косоухофф IPA,Косоухофф,IPA - Other,2023-02-25,3.055,,,,,4.9,,3
Spotted,Midnight Project,IPA - New England / Hazy,2023-07-21,3.953,25.0,,,,6.3,,4
Aronia And Honey,Пан Качын,Mead - Melomel,2023-06-03,3.717,,,,Aronia,6.8,,4
Baltic Cupping,Midnight Project,Porter - Imperial / Double Baltic,2023-08-04,4.15,55.0,,,,6.8,,4
Dryness,Konix Brewery,Stout - Irish Dry,2016-02-06,,,,,,3.9,,4
